7,8,9,12,13,14,4*10,9*19,9*20,10*20,13*14,14*15,8*9*14,9*10*19,9*10*20,9*15*19,10*14*20,Activation Barrier (eV),Only two way,only three way,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.646,0.606,0.606,,,,,,
0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0.311,0.246,0.246,,,,,,
0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.511,0.499,0.499,,,,,,
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.310,0.249,0.249,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190,0.374,0.374,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.721,0.606,0.606,,,,,,
1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,-9999.000,0.657,0.639,,,,,,
0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0.077,0.387,0.313,,,,,,
0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0.473,0.375,0.339,,,,,,
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.322,0.291,0.291,,,,,,
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.032,0.178,0.178,,,,,,
1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.290,0.41,0.41,,,,,,
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.018,0.189,0.189,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461,0.459,0.459,,,,,,
1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.373,0.322,0.322,,,,,,
0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,-9999.000,0.534,0.433,,,,,,
1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.273,0.505,0.486,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0.459,0.459,,,,,,
0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.033,0.198,0.198,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0.385,0.385,,,,,,
1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0.245,0.481,0.407,,,,,,
0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,-9999.000,0.583,0.583,,,,,,
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.120,0.035,0.035,,,,,,
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.540,0.53,0.53,,,,,,
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-9999.000,0.252,0.252,,,,,,
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.468,0.324,0.324,,,,,,
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.284,0.581,0.581,,,,,,
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.128,0.265,0.265,,,,,,
0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.434,0.445,0.445,,,,,,
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.385,0.425,0.425,,,,,,
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0.284,0.289,0.253,,,,,,
1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.009,0.272,0.272,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0.459,0.459,,,,,,
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.122,0.122,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0.385,0.385,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.492,0.628,0.628,,,,,,
0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.484,0.499,0.499,,,,,,
0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.484,0.499,0.499,,,,,,
1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0.076,0.405,0.312,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130,0.374,0.374,,,,,,
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.277,0.412,0.412,,,,,,
1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.253,0.468,0.385,,,,,,
0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0.115,0.5,0.38,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.341,0.532,0.532,,,,,,
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.489,0.425,0.425,,,,,,
0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0.379,0.373,0.337,,,,,,
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.489,0.434,0.415,,,,,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.352,0.352,,,,,,
0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0.212,0.215,0.179,,,,,,
1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.527,0.581,0.544,,,,,,
1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,-9999.000,0.469,0.415,,,,,,
1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0.149,0.47,0.396,,,,,,
1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.450,0.376,0.376,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.339,0.383,0.383,,,,,,
0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0.530,0.529,0.51,,,,,,
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.111,0.111,,,,,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.223,0.372,0.372,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.459,0.459,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.345,0.606,0.606,,,,,,
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.122,0.122,,,,,,
1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,-9999.000,0.448,0.365,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.374,0.374,,,,,,
0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.405,0.289,0.289,,,,,,
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.270,0.478,0.478,,,,,,
0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0.156,0.407,0.333,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0.448,0.448,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999.000,0.459,0.459,,,,,,
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.131,0.339,0.339,,,,,,
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.126,0.339,0.339,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0.374,0.374,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399,0.448,0.448,,,,,,
0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,-9999.000,0.48,0.36,,,,,,
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-9999.000,0.252,0.252,,,,,,
1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0.509,0.447,0.393,,,,,,
0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.311,0.215,0.215,,,,,,
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.072,0.303,0.265,,,,,,
0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.043,0.198,0.198,,,,,,
1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0.327,0.524,0.441,,,,,,
1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.497,0.376,0.376,,,,,,
1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.123,0.321,0.283,,,,,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0.155,0.155,,,,,,
1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,-9999.000,0.497,0.479,,,,,,
1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.087,0.272,0.272,,,,,,
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.358,0.276,0.276,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.635,0.606,0.606,,,,,,
0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.207,0.195,0.159,,,,,,
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.206,0.328,0.328,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.405,0.456,0.456,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428,0.385,0.385,,,,,,
1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0.317,0.63,0.511,,,,,,
1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.186,0.468,0.385,,,,,,
1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0.560,0.603,0.566,,,,,,
0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.150,0.356,0.329,,,,,,
1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,-9999.000,0.603,0.566,,,,,,
0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0.471,0.654,0.654,,,,,,
0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0.021,0.3,0.207,,,,,,
1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0.323,0.524,0.441,,,,,,
1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.444,0.342,0.342,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.649,0.606,0.606,,,,,,
0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.134,0.356,0.329,,,,,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81.509,0.415,0.415,,,,,,
1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0.300,0.544,0.461,,,,,,
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0.341,0.341,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.463,0.606,0.606,,,,,,
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.479,0.425,0.425,,,,,,
0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.194,0.42,0.401,,,,,,
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.301,0.206,0.17,,,,,,
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.608,0.595,0.577,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491,0.426,0.426,,,,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.389,0.309,0.309,,,,,,
0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0.550,0.583,0.583,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.669,0.628,0.628,,,,,,
1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0.296,0.652,0.615,,,,,,
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.352,0.265,0.265,,,,,,
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.298,0.423,0.423,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0.374,0.374,,,,,,
1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.577,0.519,0.501,,,,,,
1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.580,0.581,0.544,,,,,,
0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.406,0.423,0.423,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.193,0.383,0.383,,,,,,
0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0.449,0.375,0.339,,,,,,
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.129,0.12,0.12,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.645,0.606,0.606,,,,,,
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.400,0.344,0.344,,,,,,
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.142,0.142,0.142,,,,,,
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0.342,0.393,0.32,,,,,,
1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.392,0.508,0.481,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.220,0.456,0.456,,,,,,
0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0.193,0.45,0.385,,,,,,
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.464,0.425,0.425,,,,,,
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.258,0.434,0.407,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458,0.448,0.448,,,,,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.134,0.372,0.372,,,,,,
1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0.418,0.385,0.367,,,,,,
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.280,0.276,0.276,,,,,,
0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0.197,0.416,0.351,,,,,,
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,-9999.000,0.679,0.661,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.448,0.448,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.459,0.459,,,,,,
1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.148,0.432,0.405,,,,,,
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.314,0.434,0.407,,,,,,
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.590,0.554,0.554,,,,,,
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.149,0.129,0.129,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.201,0.383,0.383,,,,,,
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.320,0.339,0.339,,,,,,
0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0.234,0.492,0.427,,,,,,
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.378,0.434,0.415,,,,,,
0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0.455,0.57,0.57,,,,,,
0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0.153,0.394,0.329,,,,,,
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.155,0.328,0.328,,,,,,
1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.359,0.322,0.322,,,,,,
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.211,0.347,0.347,,,,,,
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.483,0.478,0.478,,,,,,
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-9999.000,0.521,0.521,,,,,,
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.201,0.412,0.412,,,,,,
0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0.407,0.654,0.654,,,,,,
1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0.148,0.47,0.396,,,,,,
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.383,0.425,0.425,,,,,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0.352,0.352,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.589,0.606,0.606,,,,,,
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.032,0.189,0.189,,,,,,
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.444,0.478,0.478,,,,,,
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.230,0.175,0.175,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.374,0.374,,,,,,
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0.341,0.341,,,,,,
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.287,0.28,0.244,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,0.448,0.448,,,,,,
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.639,0.53,0.53,,,,,,
1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0.421,0.427,0.373,,,,,,
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.374,0.581,0.581,,,,,,
1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0.369,0.652,0.615,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.393,0.532,0.532,,,,,,
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.649,0.595,0.577,,,,,,
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.126,0.478,0.358,,,,,,
1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0.203,0.452,0.425,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384,0.374,0.374,,,,,,
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.480,0.434,0.415,,,,,,
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.370,0.497,0.497,,,,,,
0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0.292,0.246,0.246,,,,,,
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.382,0.581,0.581,,,,,,
0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.288,0.226,0.226,,,,,,
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0.395,0.628,0.509,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.385,0.385,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0.385,0.385,,,,,,
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.269,0.581,0.581,,,,,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.229,0.229,,,,,,
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.203,0.359,0.359,,,,,,
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.372,0.436,0.436,,,,,,
1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0.358,0.566,0.483,,,,,,
0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-9999.000,0.499,0.499,,,,,,
0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.412,0.289,0.289,,,,,,
1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0.342,0.568,0.55,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.374,0.374,,,,,,
0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0.119,0.15,0.095,,,,,,
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.308,0.454,0.427,,,,,,
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.548,0.418,0.418,,,,,,
0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0.692,0.583,0.583,,,,,,
1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.176,0.193,0.138,,,,,,
0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.293,0.269,0.269,,,,,,
0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.540,0.445,0.445,,,,,,
0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.203,0.358,0.331,,,,,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.120,0.372,0.372,,,,,,
0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.151,0.356,0.329,,,,,,
1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.268,0.57,0.57,,,,,,
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.501,0.436,0.436,,,,,,
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-9999.000,0.252,0.252,,,,,,
1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.184,0.348,0.348,,,,,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.154,0.372,0.372,,,,,,
1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.295,0.41,0.41,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.295,0.456,0.456,,,,,,
1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0.109,0.374,0.281,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.449,0.628,0.628,,,,,,
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.028,0.178,0.178,,,,,,
1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0.021,0.31,0.272,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394,0.385,0.385,,,,,,
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0.761,0.679,0.661,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.353,0.532,0.532,,,,,,
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.590,0.552,0.552,,,,,,
1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.575,0.519,0.501,,,,,,
1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0.306,0.506,0.479,,,,,,
1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.305,0.57,0.57,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.588,0.606,0.606,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.459,0.459,,,,,,
1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0.549,0.603,0.566,,,,,,
1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0.265,0.546,0.463,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.646,0.628,0.628,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.385,0.385,,,,,,
0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.406,0.676,0.676,,,,,,
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.499,0.478,0.478,,,,,,
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.583,0.554,0.554,,,,,,
0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.304,0.226,0.226,,,,,,
0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.284,0.193,0.193,,,,,,
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.376,0.554,0.554,,,,,,
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.528,0.554,0.554,,,,,,
1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.201,0.377,0.339,,,,,,
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.415,0.552,0.552,,,,,,
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.574,0.552,0.552,,,,,,
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.323,0.53,0.53,,,,,,
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.309,0.454,0.427,,,,,,
0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0.290,0.6,0.581,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270,0.448,0.448,,,,,,
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.206,0.153,0.153,,,,,,
0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.322,0.235,0.235,,,,,,
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.055,0.035,0.035,,,,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-9999.000,0.309,0.309,,,,,,
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.493,0.51,0.51,,,,,,
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.366,0.344,0.344,,,,,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140,0.155,0.155,,,,,,
1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0.439,0.427,0.373,,,,,,
0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.044,0.247,0.209,,,,,,
0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,-9999.000,0.198,0.198,,,,,,
0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0.090,0.407,0.333,,,,,,
1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.290,0.432,0.405,,,,,,
0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0.067,0.387,0.313,,,,,,
1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.270,0.505,0.486,,,,,,
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.223,0.099,0.099,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.217,0.383,0.383,,,,,,
0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0.493,0.507,0.488,,,,,,
1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0.171,0.448,0.365,,,,,,
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.291,0.349,0.33,,,,,,
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.163,0.099,0.099,,,,,,
1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0.348,0.373,0.3,,,,,,
0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0.151,0.336,0.309,,,,,,
0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0.220,0.412,0.385,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,0.426,0.426,,,,,,
1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.432,0.322,0.322,,,,,,
