8,10,14,15,4*10,8*9,9*10,9*19,9*20,10*14,10*20,13*14,8*9*14,9*10*19,9*10*20,9*15*19,10*14*20,Actual Energy,energy-only two way,energy-three way,three way-actual,two way-actual,energy one way,,
1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0.574,0.83,0.81,0.236,0.256,0.763,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,0.535,0.535,0.063,0.063,0.535,,
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.289,0.289,0.033,0.033,0.265,,
0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.169,0.43,0.387,0.218,0.261,0.226,,
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.754,0.756,0.756,0.002,0.002,0.776,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0.815,0.815,0.018,0.018,0.815,,
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.616,0.495,0.495,0.121,0.121,0.506,,
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.14,0.429,0.429,0.289,0.289,0.265,,
0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0.402,0.695,0.631,0.229,0.293,0.506,,
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.563,0.51,0.51,0.053,0.053,0.545,,
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.381,0.631,0.61,0.229,0.25,0.506,,
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.237,0.237,0.136,0.136,0.213,,
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.533,0.419,0.419,0.114,0.114,0.454,,
0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0.129,0.498,0.382,0.253,0.369,0.174,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.444,0.444,0.011,0.011,0.444,,
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.319,0.57,0.57,0.251,0.251,0.483,,
1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.94,0.93,0.91,0.03,0.01,0.815,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.226,0.226,0.131,0.131,0.226,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557,0.496,0.496,0.061,0.061,0.496,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0.483,0.483,0.008,0.008,0.483,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.698,0.704,0.704,0.006,0.006,0.724,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0.483,0.483,0.226,0.226,0.483,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.535,0.535,0.055,0.055,0.535,,
0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0.275,0.286,0.213,0.062,0.011,0.174,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446,0.724,0.724,0.278,0.278,0.724,,
1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0.588,0.585,0.492,0.096,0.003,0.493,,
1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.842,0.81,0.79,0.052,0.032,0.815,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.535,0.535,0.245,0.245,0.535,,
1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0.563,0.585,0.492,0.071,0.022,0.493,,
0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.551,0.463,0.463,0.088,0.088,0.454,,
0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.099,0.338,0.338,0.239,0.239,0.174,,
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.19,0.142,0.142,0.048,0.048,0.174,,
0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.314,0.579,0.558,0.244,0.265,0.454,,
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.25,0.636,0.604,0.354,0.386,0.444,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.444,0.444,0.256,0.256,0.444,,
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.669,0.618,0.586,0.083,0.051,0.483,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.483,0.483,0.254,0.254,0.483,,
1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0.337,0.34,0.267,0.07,0.003,0.213,,
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.742,0.743,0.743,0.001,0.001,0.763,,
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.587,0.618,0.586,0.001,0.031,0.483,,
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.362,0.622,0.622,0.26,0.26,0.535,,
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0.174,0.174,0.037,0.037,0.174,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.604,0.55,0.55,0.054,0.054,0.535,,
1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0.56,0.95,0.898,0.338,0.39,0.763,,
1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0.394,0.725,0.641,0.247,0.331,0.545,,
1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.376,0.65,0.629,0.253,0.274,0.545,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.496,0.496,0.276,0.276,0.496,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0.496,0.496,0.042,0.042,0.496,,
1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0.601,0.585,0.492,0.109,0.016,0.493,,
1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0.445,0.749,0.665,0.22,0.304,0.545,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.387,0.704,0.704,0.317,0.317,0.724,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.213,0.213,0.001,0.001,0.213,,
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.816,0.756,0.756,0.06,0.06,0.776,,
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.315,0.688,0.688,0.373,0.373,0.496,,
1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.616,0.902,0.882,0.266,0.286,0.815,,
0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.474,0.776,0.776,0.302,0.302,0.724,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787,0.776,0.776,0.011,0.011,0.776,,
1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0.57,0.97,0.918,0.348,0.4,0.763,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.265,0.265,0.022,0.022,0.265,,
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.829,0.83,0.81,0.019,0.001,0.815,,
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.306,0.272,0.272,0.034,0.034,0.265,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0.763,0.763,0.011,0.011,0.763,,
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.109,0.314,0.314,0.205,0.205,0.174,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491,0.496,0.496,0.005,0.005,0.496,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0.483,0.483,0.061,0.061,0.483,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766,0.763,0.763,0.003,0.003,0.763,,
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.163,0.429,0.429,0.266,0.266,0.265,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.444,0.444,0.294,0.294,0.444,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0.213,0.213,0.024,0.024,0.213,,
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.559,0.478,0.478,0.081,0.081,0.493,,
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.554,0.564,0.532,0.022,0.01,0.444,,
1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0.554,0.95,0.898,0.344,0.396,0.763,,
0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0.236,0.262,0.189,0.047,0.026,0.174,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0.483,0.483,0.051,0.051,0.483,,
0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0.327,0.635,0.614,0.287,0.308,0.506,,
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.681,0.618,0.586,0.095,0.063,0.483,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0.483,0.483,0.005,0.005,0.483,,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.25,0.25,0.043,0.043,0.226,,
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.831,0.83,0.81,0.021,0.001,0.815,,
0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.147,0.406,0.363,0.216,0.259,0.226,,
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.907,0.896,0.896,0.011,0.011,0.776,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435,0.444,0.444,0.009,0.009,0.444,,
0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0.28,0.763,0.626,0.346,0.483,0.454,,
0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0.147,0.526,0.442,0.295,0.379,0.226,,
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.549,0.439,0.439,0.11,0.11,0.454,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0.444,0.444,0.039,0.039,0.444,,
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.256,0.516,0.516,0.26,0.26,0.444,,
1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.964,0.93,0.91,0.054,0.034,0.815,,
1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.921,0.95,0.93,0.009,0.029,0.815,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0.815,0.815,0.313,0.313,0.815,,
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.438,0.743,0.743,0.305,0.305,0.763,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.746,0.704,0.704,0.042,0.042,0.724,,
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.163,0.429,0.429,0.266,0.266,0.265,,
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.248,0.194,0.194,0.054,0.054,0.226,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.496,0.496,0.043,0.043,0.496,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0.483,0.483,0.051,0.051,0.483,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732,0.724,0.724,0.008,0.008,0.724,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.831,0.795,0.795,0.036,0.036,0.815,,
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.319,0.272,0.272,0.047,0.047,0.265,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787,0.776,0.776,0.011,0.011,0.776,,
0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.472,0.439,0.439,0.033,0.033,0.506,,
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.441,0.742,0.742,0.301,0.301,0.535,,
0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0.257,0.619,0.555,0.298,0.362,0.454,,
0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.328,0.603,0.582,0.254,0.275,0.454,,
1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.5,0.513,0.493,0.007,0.013,0.545,,
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.207,0.429,0.429,0.222,0.222,0.265,,
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.57,0.828,0.828,0.258,0.258,0.776,,
0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0.214,0.55,0.466,0.252,0.336,0.226,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721,0.724,0.724,0.003,0.003,0.724,,
0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.494,0.439,0.439,0.055,0.055,0.506,,
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.53,0.743,0.743,0.213,0.213,0.763,,
0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0.295,0.583,0.562,0.267,0.288,0.454,,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.671,0.616,0.616,0.055,0.055,0.496,,
0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.128,0.43,0.387,0.259,0.302,0.226,,
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.237,0.194,0.194,0.043,0.043,0.226,,
0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.348,0.611,0.59,0.242,0.263,0.506,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.776,0.776,0.251,0.251,0.776,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0.535,0.535,0.311,0.311,0.535,,
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.347,0.636,0.604,0.257,0.289,0.444,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.496,0.496,0.256,0.256,0.496,,
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.336,0.568,0.568,0.232,0.232,0.496,,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0.25,0.25,0.032,0.032,0.226,,
0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.406,0.407,0.407,0.001,0.001,0.454,,
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.378,0.314,0.273,0.105,0.064,0.226,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.527,0.795,0.795,0.268,0.268,0.815,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.483,0.483,0.252,0.252,0.483,,
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.456,0.742,0.742,0.286,0.286,0.535,,
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.128,0.366,0.366,0.238,0.238,0.226,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735,0.763,0.763,0.028,0.028,0.763,,
0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0.369,0.675,0.611,0.242,0.306,0.506,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0.776,0.776,0.001,0.001,0.776,,
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.295,0.57,0.57,0.275,0.275,0.483,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.213,0.213,0.027,0.027,0.213,,
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.357,0.631,0.61,0.253,0.274,0.506,,
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.336,0.688,0.688,0.352,0.352,0.496,,
1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.451,0.65,0.629,0.178,0.199,0.545,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0.763,0.763,0.002,0.002,0.763,,
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.593,0.515,0.515,0.078,0.078,0.506,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.437,0.704,0.704,0.267,0.267,0.724,,
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07,0.314,0.314,0.244,0.244,0.174,,
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.739,0.67,0.67,0.069,0.069,0.535,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509,0.776,0.776,0.267,0.267,0.776,,
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0.429,0.869,0.744,0.315,0.44,0.545,,
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.237,0.237,0.055,0.055,0.213,,
0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0.448,0.411,0.411,0.037,0.037,0.454,,
1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0.342,0.673,0.589,0.247,0.331,0.493,,
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.598,0.564,0.532,0.066,0.034,0.444,,
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.175,0.166,0.166,0.009,0.009,0.174,,
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.119,0.377,0.377,0.258,0.258,0.213,,
0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.157,0.406,0.363,0.206,0.249,0.226,,
0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.101,0.338,0.338,0.237,0.237,0.174,,
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.659,0.53,0.53,0.129,0.129,0.545,,
0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.35,0.338,0.297,0.053,0.012,0.226,,
0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0.374,0.795,0.69,0.316,0.421,0.506,,
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.793,0.743,0.743,0.05,0.05,0.763,,
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.535,0.756,0.756,0.221,0.221,0.776,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.744,0.704,0.704,0.04,0.04,0.724,,
0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.535,0.916,0.884,0.349,0.381,0.724,,
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.533,0.482,0.482,0.051,0.051,0.493,,
1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0.653,1.022,1.002,0.349,0.369,0.815,,
0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0.676,0.583,0.542,0.134,0.093,0.506,,
0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.406,0.338,0.297,0.109,0.068,0.226,,
0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0.33,0.763,0.626,0.296,0.433,0.454,,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0.25,0.25,0.001,0.001,0.226,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.712,0.704,0.704,0.008,0.008,0.724,,
1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0.623,1.002,0.982,0.359,0.379,0.815,,
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.09,0.377,0.377,0.287,0.287,0.213,,
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.125,0.39,0.39,0.265,0.265,0.226,,
1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.383,0.618,0.597,0.214,0.235,0.493,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.714,0.704,0.704,0.01,0.01,0.724,,
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.593,0.828,0.828,0.235,0.235,0.776,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463,0.483,0.483,0.02,0.02,0.483,,
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.506,0.756,0.756,0.25,0.25,0.776,,
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.206,0.142,0.142,0.064,0.064,0.174,,
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.387,0.314,0.273,0.114,0.073,0.226,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0.213,0.213,0.083,0.083,0.213,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0.535,0.535,0.282,0.282,0.535,,
1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0.39,0.674,0.653,0.263,0.284,0.545,,
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.581,0.796,0.796,0.215,0.215,0.724,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0.535,0.535,0.012,0.012,0.535,,
1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.32,0.677,0.593,0.273,0.357,0.493,,
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.191,0.196,0.196,0.005,0.005,0.213,,
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.768,0.67,0.67,0.098,0.098,0.535,,
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.558,0.491,0.491,0.067,0.067,0.506,,
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0.57,0.531,0.458,0.112,0.039,0.454,,
1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.518,0.485,0.465,0.053,0.033,0.493,,
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.214,0.166,0.166,0.048,0.048,0.174,,
0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.465,0.431,0.431,0.034,0.034,0.454,,
0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0.099,0.378,0.335,0.236,0.279,0.174,,
0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.577,0.916,0.884,0.307,0.339,0.724,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.226,0.226,0.06,0.06,0.226,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0.444,0.444,0.001,0.001,0.444,,
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.232,0.429,0.429,0.197,0.197,0.265,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.479,0.498,0.498,0.019,0.019,0.483,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.704,0.704,0.704,0,0,0.724,,
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0.069,0.354,0.311,0.242,0.285,0.174,,
1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0.569,0.585,0.492,0.077,0.016,0.493,,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.583,0.616,0.616,0.033,0.033,0.496,,
0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0.363,0.675,0.611,0.248,0.312,0.506,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0.496,0.496,0.242,0.242,0.496,,
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.36,0.773,0.616,0.256,0.413,0.493,,
1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.836,0.81,0.79,0.046,0.026,0.815,,
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.418,0.688,0.688,0.27,0.27,0.496,,
0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.583,0.776,0.776,0.193,0.193,0.724,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0.483,0.483,0.277,0.277,0.483,,
1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.356,0.618,0.597,0.241,0.262,0.493,,
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.738,0.756,0.756,0.018,0.018,0.776,,
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75,0.743,0.743,0.007,0.007,0.763,,
1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.341,0.69,0.658,0.317,0.349,0.483,,
1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0.56,0.581,0.488,0.072,0.021,0.493,,
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.34,0.568,0.568,0.228,0.228,0.496,,
1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0.422,0.674,0.653,0.231,0.252,0.545,,
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.289,0.289,0.075,0.075,0.265,,
1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0.116,0.528,0.412,0.296,0.412,0.213,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0.496,0.496,0.004,0.004,0.496,,
1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0.544,0.581,0.488,0.056,0.037,0.493,,
0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0.168,0.498,0.382,0.214,0.33,0.174,,
1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0.353,0.697,0.613,0.26,0.344,0.493,,
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.132,0.353,0.353,0.221,0.221,0.213,,
0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0.136,0.474,0.358,0.222,0.338,0.174,,
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.579,0.848,0.848,0.269,0.269,0.776,,
0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.584,0.463,0.463,0.121,0.121,0.454,,
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.258,0.22,0.22,0.038,0.038,0.213,,
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.534,0.564,0.532,0.002,0.03,0.444,,
1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.473,0.694,0.673,0.2,0.221,0.545,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783,0.776,0.776,0.007,0.007,0.776,,
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.366,0.366,0.266,0.266,0.226,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.426,0.704,0.704,0.278,0.278,0.724,,
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.079,0.353,0.353,0.274,0.274,0.213,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0.444,0.444,0.231,0.231,0.444,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0.496,0.496,0.033,0.033,0.496,,
