8,10,14,15,4*10,8*9,9*10,9*19,9*20,10*14,10*20,13*14,8*9*14,9*10*19,9*10*20,9*15*19,10*14*20,Actual Energy,energy-only two way,energy-three way,three way-actual,two way-actual
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0.25,0.25,0.001,0.001
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.712,0.704,0.704,0.008,0.008
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.714,0.704,0.704,0.01,0.01
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.191,0.196,0.196,0.005,0.005
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0.444,0.444,0.001,0.001
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.704,0.704,0.704,0,0
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75,0.743,0.743,0.007,0.007
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0.496,0.496,0.004,0.004
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783,0.776,0.776,0.007,0.007
0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.379,0.387,0.387,0.008,0.008
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.671,0.67,0.67,0.001,0.001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0.535,0.535,0.002,0.002
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.495,0.498,0.498,0.003,0.003
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0.815,0.815,0.002,0.002
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0.776,0.776,0.002,0.002
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.792,0.795,0.795,0.003,0.003
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0.496,0.496,0.004,0.004
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.756,0.756,0.756,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0.496,0.496,0.01,0.01
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.237,0.237,0.01,0.01
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.762,0.756,0.756,0.006,0.006
0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.435,0.443,0.443,0.008,0.008
1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0.312,0.316,0.243,0.069,0.004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0.496,0.496,0.003,0.003
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.226,0.226,0.003,0.003
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.559,0.55,0.55,0.009,0.009
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.555,0.564,0.532,0.023,0.009
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.555,0.55,0.55,0.005,0.005
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.501,0.498,0.498,0.003,0.003
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.494,0.491,0.491,0.003,0.003
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.747,0.743,0.743,0.004,0.004
0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.491,0.483,0.483,0.008,0.008
0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0.561,0.551,0.478,0.083,0.01
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.198,0.198,0.002,0.002
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.535,0.535,0.005,0.005
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.536,0.53,0.53,0.006,0.006
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.52,0.51,0.51,0.01,0.01
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0.237,0.237,0.009,0.009
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.194,0.194,0.194,9.99E-16,9.99E-16
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.289,0.289,0.001,0.001
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.243,0.248,0.248,0.005,0.005
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0.25,0.25,0.003,0.003
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0.444,0.444,0.008,0.008
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.668,0.67,0.67,0.002,0.002
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446,0.444,0.444,0.002,0.002
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0.535,0.535,0.006,0.006
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.217,0.218,0.218,0.001,0.001
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0.483,0.483,0.008,0.008
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.838,0.83,0.81,0.028,0.008
0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0.525,0.527,0.454,0.071,0.002
1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0.56,0.561,0.468,0.092,0.001
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0.776,0.776,0.004,0.004
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449,0.444,0.444,0.005,0.005
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,0.496,0.496,0.002,0.002
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0.25,0.25,0.004,0.004
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.746,0.756,0.756,0.01,0.01
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.189,0.194,0.194,0.005,0.005
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.788,0.795,0.795,0.007,0.007
0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.466,0.463,0.463,0.003,0.003
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0.535,0.535,0.003,0.003
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.492,0.498,0.498,0.006,0.006
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0.535,0.535,0.008,0.008
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0.724,0.724,0.009,0.009
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.678,0.67,0.67,0.008,0.008
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.237,0.237,0.007,0.007
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.547,0.55,0.55,0.003,0.003
1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0.435,0.441,0.421,0.014,0.006
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.547,0.55,0.55,0.003,0.003
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.88,0.876,0.876,0.004,0.004
1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.92,0.93,0.91,0.01,0.01
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.507,0.498,0.498,0.009,0.009
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0.496,0.496,0.01,0.01
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533,0.535,0.535,0.002,0.002
1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.51,0.513,0.493,0.017,0.003
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.265,0.265,0.007,0.007
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,0.444,0.444,0.003,0.003
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779,0.776,0.776,0.003,0.003
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0.815,0.815,0.002,0.002
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.198,0.198,0,0
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.522,0.515,0.515,0.007,0.007
1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.924,0.93,0.91,0.014,0.006
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0.496,0.496,0.01,0.01
1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0.635,0.637,0.576,0.059,0.002
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0.237,0.237,0.007,0.007
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.697,0.704,0.704,0.007,0.007
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,9.99E-16,9.99E-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,0.496,0.496,0.002,0.002
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0.535,0.535,0.001,0.001
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0.483,0.483,0.009,0.009
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.557,0.55,0.55,0.007,0.007
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.499,0.498,0.498,0.001,0.001
0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0.554,0.551,0.478,0.076,0.003
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.751,0.756,0.756,0.005,0.005
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.746,0.756,0.756,0.01,0.01
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.616,0.616,0.616,0,0
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.696,0.704,0.704,0.008,0.008
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.745,0.743,0.743,0.002,0.002
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0.776,0.776,0.007,0.007
0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0.532,0.527,0.454,0.078,0.005
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0.527,0.531,0.458,0.069,0.004
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0.237,0.237,0.003,0.003
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.198,0.198,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503,0.496,0.496,0.007,0.007
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.496,0.496,0.006,0.006
1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.933,0.93,0.91,0.023,0.003
1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0.88,0.878,0.826,0.054,0.002
1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.804,0.81,0.79,0.014,0.006
1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0.639,0.637,0.576,0.063,0.002
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.474,0.478,0.478,0.004,0.004
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0.198,0.198,0.008,0.008
1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0.314,0.316,0.243,0.071,0.002
1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.452,0.461,0.441,0.011,0.009
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.222,0.22,0.22,0.002,0.002
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491,0.483,0.483,0.008,0.008
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.484,0.482,0.482,0.002,0.002
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451,0.444,0.444,0.007,0.007
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.248,0.248,0.248,9.99E-16,9.99E-16
0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.408,0.407,0.407,0.001,0.001
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0.483,0.483,0.003,0.003
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.529,0.53,0.53,0.001,0.001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,0.535,0.535,0.001,0.001
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.479,0.471,0.471,0.008,0.008
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,0.535,0.535,0.006,0.006
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.275,0.272,0.272,0.003,0.003
